# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./Fixed_analysis/mm10.refGene.gtf" "-o" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/mT5-RNAseq_gene_counts_fixed.txt" "-t" "exon" "-g" "gene_id" "-T" "8" "-p" "-s" "0" "--ignoreDup" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam" 
Geneid	Chr	Start	End	Strand	Length	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam
Spag9	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	93996091;93996091;93996091;93996091;94013623;94013623;94013623;94013623;94036600;94036600;94036600;94036600;94043572;94043572;94043572;94043572;94044130;94044130;94044130;94044130;94048408;94048408;94048408;94048408;94048408;94048408;94048408;94048408;94060258;94067893;94067893;94067893;94067893;94067893;94067893;94067893;94067893;94068936;94068936;94068936;94068936;94068936;94068936;94068936;94068936;94071565;94071565;94071565;94071565;94071565;94071565;94071565;94071565;94079199;94079199;94080740;94081340;94081340;94081340;94081340;94081340;94081340;94081340;94081340;94082760;94082760;94082760;94082760;94082760;94082760;94082760;94082760;94083948;94083948;94083948;94083948;94083948;94083948;94083948;94083948;94086247;94086247;94086247;94086247;94086247;94086247;94086247;94086247;94089599;94089599;94089599;94089599;94089599;94089599;94089599;94089599;94090558;94090558;94090558;94090558;94090558;94090558;94090558;94090558;94091764;94091764;94091764;94091764;94091764;94091764;94091764;94091764;94092338;94092338;94092338;94092338;94092338;94092338;94092338;94092338;94092815;94092815;94092815;94092815;94092815;94092815;94092815;94092815;94093487;94093487;94093487;94093487;94093487;94093487;94093487;94093487;94097218;94097218;94097218;94097218;94097218;94097218;94097218;94097218;94097681;94097681;94097681;94097681;94097681;94097681;94097681;94097681;94099027;94099027;94099027;94099027;94099027;94099027;94099027;94099027;94100107;94100107;94100107;94100107;94100107;94100107;94100107;94100107;94102091;94102091;94102091;94102091;94102091;94102091;94102091;94102091;94106634;94106634;94106634;94106634;94106634;94106634;94106634;94106634;94108455;94108455;94108455;94108455;94108455;94108455;94108455;94108455;94112033;94112033;94112033;94112033;94112033;94112033;94112033;94112033;94113263;94113263;94114173;94114173;94114173;94114173;94114173;94114173;94114173;94114173;94116730;94116730;94116730;94116730;94116730;94116730;94116730;94116730;94122722;94122722;94122722;94122722;94122722;94122722;94122722;94122722	93996573;93996573;93996573;93996573;94013743;94013743;94013743;94013743;94036670;94036670;94036670;94036670;94043666;94043666;94043666;94043666;94044525;94044525;94044525;94044525;94048558;94048558;94048558;94048558;94048558;94048558;94048558;94048558;94060299;94068100;94068100;94068100;94068100;94068100;94068100;94068100;94068100;94069035;94069035;94069035;94069035;94069035;94069035;94069035;94069035;94071686;94071686;94071686;94071686;94071686;94071686;94071686;94071686;94079210;94079210;94080754;94081397;94081397;94081397;94081397;94081397;94081397;94081397;94081397;94082912;94082912;94082912;94082912;94082912;94082912;94082912;94082912;94083999;94083999;94083999;94083999;94083999;94083999;94083999;94083999;94086377;94086377;94086377;94086377;94086377;94086377;94086377;94086377;94089655;94089655;94089655;94089655;94089655;94089655;94089655;94089655;94090731;94090731;94090731;94090731;94090731;94090731;94090731;94090731;94091893;94091893;94091893;94091893;94091893;94091893;94091893;94091893;94092427;94092427;94092427;94092427;94092427;94092427;94092427;94092427;94092982;94092982;94092982;94092982;94092982;94092982;94092982;94092982;94093658;94093658;94093658;94093658;94093658;94093658;94093658;94093658;94097436;94097436;94097436;94097436;94097436;94097436;94097436;94097436;94097876;94097876;94097876;94097876;94097876;94097876;94097876;94097876;94099152;94099152;94099152;94099152;94099152;94099152;94099152;94099152;94100187;94100187;94100187;94100187;94100187;94100187;94100187;94100187;94102158;94102158;94102158;94102158;94102158;94102158;94102158;94102158;94106782;94106782;94106782;94106782;94106782;94106782;94106782;94106782;94108626;94108626;94108626;94108626;94108626;94108626;94108626;94108626;94112146;94112146;94112146;94112146;94112146;94112146;94112146;94112146;94113301;94113301;94114349;94114349;94114349;94114349;94114349;94114349;94114349;94114349;94116879;94116879;94116879;94116879;94116879;94116879;94116879;94116879;94126093;94126093;94126093;94126093;94126093;94126093;94126093;94126093	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7864	8993	11369	10571	15522	13981	11489
Gm5860	chr4;chr4;chr4	82065380;82077434;82102457	82066040;82077499;82102807	+;+;+	1078	1	0	0	0	0	0
Taz	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	74282718;74282718;74282718;74282718;74282718;74283272;74283272;74283272;74283272;74283272;74283648;74283648;74283648;74283648;74283648;74283932;74283932;74283932;74283932;74283932;74288019;74288019;74288019;74288019;74288178;74288178;74288178;74288178;74288178;74288448;74288448;74288448;74288451;74288451;74288662;74288662;74289105;74289105;74289105;74289105;74289105;74289299;74289299;74289299;74289299;74289299	74283116;74283116;74283116;74283116;74283116;74283400;74283400;74283400;74283400;74283400;74283693;74283693;74283693;74283693;74283693;74284017;74284017;74284017;74284017;74284017;74288099;74288099;74288099;74288099;74288219;74288219;74288219;74288219;74288219;74288513;74288513;74288513;74288513;74288513;74288714;74288714;74289182;74289182;74289182;74289182;74289182;74290151;74290151;74290151;74290151;74290151	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1833	4096	3781	4444	5303	6209	5573
Gfpt1	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	87042846;87050921;87053751;87054601;87056144;87057630;87059380;87060521;87063805;87066624;87067684;87073382;87076257;87077083;87082473;87085252;87086304;87087317;87088114	87043005;87051028;87053858;87054726;87056202;87057764;87059441;87060600;87063910;87066787;87067779;87073479;87076377;87077240;87082587;87085379;87086471;87087478;87092207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6248	16315	18200	25834	34806	25087	18629
Abcc5	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	20331304;20333586;20335106;20338876;20344635;20357369;20362182;20363975;20365605;20365813;20368042;20368424;20369026;20372120;20374991;20376511;20378447;20378642;20389369;20392451;20396015;20396980;20398813;20399475;20399806;20400761;20402260;20404566;20404566;20405389;20405389;20405727;20405727;20422305;20422305;20426248;20426248	20332705;20333750;20335219;20338954;20344794;20357558;20362271;20364161;20365733;20365966;20368171;20368570;20369210;20372219;20375134;20376714;20378519;20378766;20389440;20392807;20396122;20397128;20398960;20399648;20400039;20401071;20402334;20404713;20404713;20405544;20405544;20405884;20405884;20422485;20422485;20426394;20426394	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6196	8224	7973	6924	11707	7022	8248
Kcnmb4	chr10;chr10;chr10	116417868;116446327;116473186	116418406;116446454;116473523	-;-;-	1005	0	1	0	0	0	0
Gm4013	chr18;chr18	42274380;42274951	42274548;42275197	-;-	416	156	142	194	302	227	176
Hpcal1	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	17690809;17690809;17767214;17786147;17786147;17787545;17787545;17791107;17791107	17691046;17691046;17767299;17786548;17786548;17787650;17787650;17791928;17791928	+;+;+;+;+;+;+;+;+	1654	5404	7052	7525	9277	7554	6705
Tbc1d31	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	57912199;57912199;57912199;57915970;57915970;57915970;57919931;57919931;57922957;57922957;57922957;57932532;57932532;57932532;57936091;57936091;57936091;57937902;57937902;57937902;57940623;57940623;57940623;57942370;57942370;57942370;57942533;57942533;57942533;57948949;57948949;57948949;57950975;57950975;57950975;57951633;57951633;57951633;57952756;57952756;57952756;57953488;57953488;57953488;57955273;57955273;57955273;57958337;57958337;57958337;57958515;57960843;57960843;57963804;57963804;57967909;57967909;57969724;57969724	57912391;57912391;57912391;57916116;57916116;57916116;57920046;57920046;57923135;57923135;57923135;57932683;57932683;57932683;57936250;57936250;57936250;57938102;57938102;57938102;57940799;57940799;57940799;57942449;57942449;57942449;57942679;57942679;57942679;57949082;57949082;57949082;57951108;57951108;57951108;57951812;57951812;57951812;57952988;57952988;57952988;57953640;57953640;57953640;57955408;57955408;57955408;57958429;57958429;57958429;57959402;57960983;57960983;57963924;57963924;57968004;57968004;57970062;57970068	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4206	2099	2495	1956	3165	5334	4993
Tmem176b	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	48833811;48833811;48833811;48833811;48833812;48833812;48833812;48834507;48834507;48834507;48834507;48834507;48834507;48834507;48835445;48835445;48835445;48835445;48835445;48835445;48835445;48835906;48835906;48835906;48835906;48835906;48835906;48835906;48836227;48836227;48836227;48836227;48836227;48836227;48836227;48838172;48838172;48838172;48838172;48838172;48838172;48840361;48840361;48840361;48840361;48840996;48840996;48840996;48840996;48840996;48841348	48834139;48834139;48834139;48834139;48834139;48834139;48834139;48834626;48834626;48834626;48834626;48834626;48834626;48834626;48835675;48835675;48835675;48835675;48835675;48835675;48835675;48835962;48835962;48835962;48835962;48835962;48835962;48835962;48836337;48836337;48836337;48836337;48836337;48836337;48836337;48838365;48838362;48838362;48838365;48838365;48838365;48840453;48840453;48840453;48840988;48841137;48841137;48841137;48841137;48841374;48841374	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2049	29974	42055	24815	35591	25098	31346
Mir5110	chr11	85760616	85760702	-	87	0	0	0	0	0	1
Mir5108	chr10	61774737	61774821	+	85	0	0	0	0	0	0
Cyp3a13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	137892933;137895183;137898798;137900249;137905530;137907434;137909916;137911539;137911839;137915574;137917518;137918999;137921442	137894364;137895345;137899024;137900409;137905596;137907561;137910064;137911627;137911952;137915673;137917570;137919092;137921619	-;-;-;-;-;-;-;-;-;-;-;-;-	2955	3301	3626	1669	2493	1624	2427
Akap7	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	25169090;25169090;25199997;25220611;25239626;25267308;25271505;25283893;25289599;25299040	25171248;25171248;25200170;25220758;25239738;25267468;25271641;25284041;25289730;25299163	-;-;-;-;-;-;-;-;-;-	3297	1300	1874	1993	2494	2280	2202
Ablim1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	57032733;57032733;57032733;57032733;57032733;57032733;57032733;57032733;57032733;57039407;57039407;57039407;57039407;57039407;57039407;57039407;57039407;57039407;57040487;57040487;57040487;57040487;57040487;57040487;57040487;57040487;57040487;57041910;57041910;57041910;57041910;57041910;57041910;57041910;57041910;57041910;57042997;57042997;57042997;57042997;57042997;57042997;57042997;57042997;57042997;57043796;57043796;57043796;57043796;57043796;57043796;57043796;57043796;57043796;57044881;57044881;57044881;57044881;57044881;57044881;57044881;57044881;57044881;57046925;57046925;57046925;57046925;57046925;57049462;57049462;57049462;57049462;57049462;57049462;57049462;57049462;57049462;57051130;57051130;57051130;57051130;57051130;57051130;57051130;57059085;57059085;57061253;57061253;57061253;57061253;57061253;57061253;57061253;57061253;57061253;57063766;57063766;57063766;57063766;57063766;57063766;57063766;57063766;57063766;57068091;57068091;57068091;57068091;57068091;57068091;57068091;57068091;57068091;57068860;57068860;57068860;57068860;57068860;57068860;57068860;57068860;57068860;57073855;57073855;57077414;57077414;57079813;57079813;57079813;57079813;57079813;57079813;57079813;57079813;57079813;57083516;57083516;57083516;57083516;57083516;57083516;57083516;57083516;57083516;57118752;57118752;57132862;57132862;57132862;57132862;57132862;57132862;57132862;57134582;57134582;57134582;57134582;57134582;57134582;57134582;57152273;57152273;57152273;57152273;57152273;57152273;57152273;57155152;57155152;57155152;57155152;57155152;57155152;57155152;57173325;57173325;57173325;57173325;57173325;57173325;57173325;57197299;57197299;57197299;57215714;57215714;57274175;57314693	57037337;57037337;57037337;57037337;57037337;57037337;57037337;57037337;57037337;57039487;57039487;57039487;57039487;57039487;57039487;57039487;57039487;57039487;57040564;57040564;57040564;57040564;57040564;57040564;57040564;57040564;57040564;57041975;57041975;57041975;57041975;57041975;57041975;57041975;57041975;57041975;57043061;57043061;57043061;57043061;57043061;57043061;57043061;57043061;57043061;57043898;57043898;57043898;57043898;57043898;57043898;57043898;57043898;57043898;57044972;57044972;57044972;57044972;57044972;57044972;57044972;57044972;57044972;57047065;57047065;57047065;57047071;57047065;57049509;57049509;57049509;57049509;57049509;57049509;57049509;57049509;57049509;57051234;57051234;57051234;57051234;57051234;57051234;57051234;57059204;57059204;57061382;57061382;57061382;57061382;57061382;57061382;57061382;57061382;57061382;57063801;57063801;57063801;57063801;57063801;57063801;57063801;57063801;57063801;57068246;57068246;57068246;57068246;57068246;57068246;57068246;57068246;57068246;57068937;57068937;57068937;57068937;57068937;57068937;57068937;57068937;57068937;57073902;57073902;57077497;57077497;57079871;57079871;57079871;57079871;57079871;57079871;57079871;57079871;57079871;57083603;57083603;57083603;57083603;57083603;57083603;57083603;57083603;57083603;57119024;57119024;57132955;57132955;57132955;57132955;57132955;57132955;57132955;57134708;57134708;57134708;57134708;57134708;57134708;57134708;57152382;57152382;57152382;57152382;57152382;57152382;57152382;57155335;57155335;57155335;57155335;57155335;57155335;57155335;57173459;57173459;57173459;57173459;57173459;57173459;57173459;57197631;57197631;57197631;57216032;57216032;57274668;57314919	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8485	5236	7275	4578	9056	8638	7998
Lcn5	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	25657952;25657952;25657952;25658318;25658318;25658318;25660057;25660057;25660057;25660636;25660636;25660636;25660895;25660895;25660895;25661082;25661412;25661543;25661885	25658097;25658097;25658097;25658454;25658454;25658454;25660136;25660136;25660136;25660740;25660740;25660740;25660996;25660996;25660996;25661107;25661645;25661645;25662230	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1176	0	0	0	0	0	0
Ulk1	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	110784489;110784489;110786300;110786300;110787084;110787084;110787574;110787574;110787773;110787773;110788110;110788110;110788729;110788729;110788948;110788948;110789342;110789342;110790212;110790212;110790850;110790850;110791052;110791052;110791601;110791601;110792102;110792102;110792397;110792397;110792966;110792966;110793815;110793815;110794193;110794193;110794585;110794585;110794747;110794747;110795732;110795732;110796156;110796156;110796327;110796327;110798882;110798882;110799124;110799124;110809005;110809005;110809127;110809127;110809614;110809614	110786227;110786227;110786435;110786435;110787241;110787241;110787692;110787692;110787945;110787945;110788300;110788300;110788872;110788872;110789057;110789057;110789535;110789535;110790480;110790480;110790936;110790954;110791197;110791197;110791726;110791726;110792191;110792191;110792457;110792457;110793113;110793113;110793903;110793903;110794243;110794243;110794667;110794667;110794805;110794805;110795833;110795833;110796229;110796229;110796500;110796500;110798918;110798918;110799156;110799156;110809046;110809046;110809219;110809219;110810081;110810081	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5214	3037	3688	3269	5608	3207	3691
Cyp4b1	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	115624698;115625646;115625824;115626807;115628669;115635632;115635874;115636264;115640305;115641617;115641846;115647508	115625228;115625728;115625888;115626940;115628859;115635738;115636025;115636388;115640432;115641661;115641987;115647721	-;-;-;-;-;-;-;-;-;-;-;-	1917	1555	1823	3683	6602	1112	1351
Golga3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	110176857;110176857;110181603;110181603;110184338;110184338;110185786;110185786;110187341;110187341;110188663;110188663;110189606;110189606;110192907;110192907;110193619;110193619;110201831;110201831;110202569;110202569;110203720;110203720;110204780;110204780;110205777;110205777;110207556;110207556;110208440;110208440;110209775;110209775;110212231;110212231;110216834;110216834;110217811;110217811;110218094;110218094;110220782;110220782;110221624;110221624;110222908;110222908	110176922;110176922;110181913;110181913;110184487;110184607;110185898;110185898;110187987;110187987;110188774;110188774;110189912;110189912;110193109;110193109;110193756;110193756;110201992;110201992;110202937;110202937;110203797;110203797;110205043;110205043;110205871;110205871;110207772;110207772;110208583;110208583;110209972;110209972;110212347;110212347;110216973;110216973;110217943;110217943;110218216;110218216;110220943;110220943;110221787;110221787;110226469;110226469	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8095	3985	5700	3683	6178	5954	5800
Mir1193	chr12	109715671	109715791	+	121	0	0	0	0	0	0
Wdyhv1	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	58141366;58141366;58141366;58148334;58148334;58148334;58150606;58150606;58150606;58152597;58152597;58153580;58153580;58155139;58157902;58157902	58141581;58141581;58141581;58148433;58148433;58148441;58150656;58150656;58150656;58152745;58152745;58153704;58153704;58155325;58158654;58158654	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1589	1393	1675	1464	2121	1439	1775
Traf1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	34941750;34941750;34945398;34945398;34946682;34946682;34948141;34948141;34949039;34949039;34956196;34956196;34957959;34957959;34958513;34958513;34959475;34959475;34960821;34961524;34961524	34944091;34944091;34945546;34945546;34946859;34946859;34948551;34948551;34949104;34949104;34956280;34956280;34958106;34958106;34958611;34958611;34959513;34959513;34960887;34961772;34961772	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3833	3	0	4	7	27	31
Atoh1	chr6	64729125	64731245	+	2121	41	2	281	2	229	114
Rxra	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	27677201;27709292;27710583;27737299;27737299;27737299;27741053;27741053;27741053;27741764;27741764;27741764;27748612;27748612;27748612;27752312;27752312;27752312;27754223;27754223;27754223;27756199;27756199;27756199;27757761;27757761;27757761;27759541;27759541;27759541	27677460;27709372;27710700;27737564;27737564;27737564;27741203;27741203;27741203;27741943;27741943;27741943;27748781;27748781;27748781;27752441;27752441;27752441;27754355;27754355;27754355;27756290;27756290;27756290;27757866;27757866;27757866;27763319;27763319;27763319	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5466	1934	2449	2861	3711	3023	2630
